model,kanal,id,url,topic_manual,topic2_manual,topic_ai,tone_manual,tone_ai,reason_ai,seconds
qwen2.5:32b,irna_1313,386139,https://t.me/irna_1313/386139,economy,,economy,neutral,neutral,The post mainly discusses changes in currency exchange rates and policies.,18.5
qwen2.5:32b,irna_1313,421393,https://t.me/irna_1313/421393,other,,other,neutral,neutral,"The post is about religious times and a quote, which does not fit into any of the defined topics.",13.4
qwen2.5:32b,irna_1313,404884,https://t.me/irna_1313/404884,other,,other,neutral,neutral,"The post is about the rescue and release of a wildcat in a national park, which does not fit into any of the defined topics related to military, politics, economy, ideology, mourning, foreign affairs, or resistance axis.",23.2
qwen2.5:32b,irna_1313,428159,https://t.me/irna_1313/428159,military,,military,neutral,neutral,"The post discusses enemy attacks on specific areas in Bushehr, which falls under military operations.",16.3
qwen2.5:32b,irna_1313,406101,https://t.me/irna_1313/406101,other,,other,neutral,neutral,"The post discusses the distinction between normal grief and depression, which does not fit into any of the defined topics.",18.8
qwen2.5:32b,irna_1313,439115,https://t.me/irna_1313/439115,domestic_politics,,domestic_politics,neutral,neutral,The post mainly discusses internal health policies and services provided by the Iranian government.,17.3
qwen2.5:32b,irna_1313,426137,https://t.me/irna_1313/426137,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,The post is primarily about the remembrance and funeral ceremonies of the late Supreme Leader and recounts memories related to him.,18.7
qwen2.5:32b,irna_1313,412493,https://t.me/irna_1313/412493,resistance_axis,,resistance_axis,neutral,neutral,The post discusses the failure of global efforts to stop Israel's killing in Gaza.,14.9
qwen2.5:32b,irna_1313,418220,https://t.me/irna_1313/418220,economy,diplomacy,diplomacy,neutral,neutral,The post discusses Iran's policy to strengthen relations with Russia and increase bilateral trade.,17.8
qwen2.5:32b,irna_1313,403042,https://t.me/irna_1313/403042,domestic_politics,,mourning_commemoration,neutral,neutral,The post is about mourning the victims of an attack on a school.,12.3
qwen2.5:32b,irna_1313,429114,https://t.me/irna_1313/429114,domestic_politics,,domestic_politics,neutral,neutral,The post is about the arrest of individuals accused of violating the privacy of young people in Lorestan province.,16.0
qwen2.5:32b,irna_1313,435287,https://t.me/irna_1313/435287,domestic_politics,,other,neutral,neutral,The post is about a special flight for the Arbaeen pilgrimage from Ramsar to Najaf.,13.3
qwen2.5:32b,irna_1313,419716,https://t.me/irna_1313/419716,foreign_affairs,,diplomacy,neutral,neutral,"The post discusses Germany's view on the responsibility for the closure of the Strait of Hormuz and its reopening, which is related to international relations and disputes.",18.9
qwen2.5:32b,irna_1313,398807,https://t.me/irna_1313/398807,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post is about a commemoration ceremony for a deceased leader.,12.0
qwen2.5:32b,irna_1313,392722,https://t.me/irna_1313/392722,resistance_axis,,resistance_axis,neutral,neutral,The post discusses direct confrontations between Lebanese resistance forces and Israeli forces in the city of Khiam.,17.1
qwen2.5:32b,jamarannews,531595,https://t.me/jamarannews/531595,other,,other,neutral,neutral,"The post is about a soccer match, which falls outside the defined topics.",11.5
qwen2.5:32b,jamarannews,507221,https://t.me/jamarannews/507221,diplomacy,,diplomacy,neutral,neutral,"The post is fact-checking a diplomatic claim about Ali Larijani's trip to Oman, which is not true.",16.6
qwen2.5:32b,jamarannews,513999,https://t.me/jamarannews/513999,foreign_affairs,economy,foreign_affairs,neutral,neutral,The post discusses opposition in Congress to the Pentagon's budget request for the war against Iran.,13.7
qwen2.5:32b,jamarannews,515975,https://t.me/jamarannews/515975,diplomacy,,diplomacy,neutral,neutral,The post is primarily about Iran's diplomatic action in protesting the UAE's involvement in attacks against Iran.,15.5
qwen2.5:32b,jamarannews,511569,https://t.me/jamarannews/511569,military,,military,neutral,neutral,"The post focuses on the tragic aftermath of a missile strike, showing a dead child.",13.2
qwen2.5:32b,jamarannews,522058,https://t.me/jamarannews/522058,foreign_affairs,,diplomacy,neutral,neutral,"The post discusses the potential impact of Iran on US politics, particularly in relation to Trump and the Republican coalition.",30.6
qwen2.5:32b,jamarannews,523514,https://t.me/jamarannews/523514,economy,,economy,neutral,neutral,The post discusses the economic impact of the closure of the Strait of Hormuz on global oil traffic and shipping.,15.3
qwen2.5:32b,jamarannews,522334,https://t.me/jamarannews/522334,diplomacy,,diplomacy,neutral,neutral,"The post discusses Trump's claims about Iran's agreement to not possess nuclear weapons, which relates to diplomatic negotiations.",18.0
qwen2.5:32b,jamarannews,538574,https://t.me/jamarannews/538574,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post is primarily about the funeral arrangements for the late Supreme Leader Ali Khamenei.,17.0
qwen2.5:32b,jamarannews,528098,https://t.me/jamarannews/528098,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on an attack in Gaza, which is part of the resistance axis.",12.3
qwen2.5:32b,jamarannews,533201,https://t.me/jamarannews/533201,foreign_affairs,,diplomacy,neutral,neutral,"The post discusses the relationship and disagreements between the US and Israel regarding Iran, without focusing on military actions or internal Iranian affairs.",17.9
qwen2.5:32b,jamarannews,532335,https://t.me/jamarannews/532335,military,,military,neutral,neutral,"The post reports on Israeli hospitals moving operations underground, which is a war event connected to the conflict involving Iran.",13.2
qwen2.5:32b,jamarannews,514081,https://t.me/jamarannews/514081,military,,military,accusatory,neutral,The post primarily discusses missile strikes on Israeli targets by Iran's armed forces.,431.6
qwen2.5:32b,jamarannews,520315,https://t.me/jamarannews/520315,ideology_propaganda,domestic_politics,military,neutral,neutral,The post is about nightly pro-government rallies in support of the armed forces.,14.3
qwen2.5:32b,jamarannews,528028,https://t.me/jamarannews/528028,military,,military,neutral,neutral,The post discusses the capabilities of Iran's underground missile networks and their impact on US assessments.,18.8
qwen2.5:32b,jamarannews,514167,https://t.me/jamarannews/514167,other,,domestic_politics,neutral,neutral,The post is about the restoration of an official website related to the leadership of Iran.,17.1
qwen2.5:32b,jamarannews,545230,https://t.me/jamarannews/545230,mourning_commemoration,,mourning_commemoration,mournful,mournful,"The post is about condolences for the death of a family member, focusing on mourning and condolences.",21.6
qwen2.5:32b,jamarannews,521052,https://t.me/jamarannews/521052,diplomacy,foreign_affairs,diplomacy,neutral,neutral,The post is about a diplomatic action by the US against a family member of an Iranian official.,21.3
qwen2.5:32b,jamarannews,526132,https://t.me/jamarannews/526132,domestic_politics,,domestic_politics,threatening,neutral,The post discusses measures to address economic pressures and counter the enemy's economic warfare.,16.8
qwen2.5:32b,jamarannews,532737,https://t.me/jamarannews/532737,military,,military,neutral,neutral,The post discusses the implications of Iran's military response on Israel's strategic considerations.,16.8
qwen2.5:32b,jamarannews,513889,https://t.me/jamarannews/513889,military,,military,neutral,neutral,The post discusses the Israeli military censorship of images and reports related to the burning of Haifa's refinery after an Iranian missile strike.,22.9
qwen2.5:32b,jamarannews,528420,https://t.me/jamarannews/528420,other,,other,neutral,neutral,The post is about an artist's hospitalization and wishes for his recovery.,13.4
qwen2.5:32b,jamarannews,535244,https://t.me/jamarannews/535244,diplomacy,,diplomacy,mobilizing,neutral,The post discusses negotiations and Iran's stance in talks without concessions.,15.9
qwen2.5:32b,jamarannews,521326,https://t.me/jamarannews/521326,resistance_axis,,military,neutral,neutral,The post reports on military engagements between Israel and Hezbollah in Lebanon.,14.0
qwen2.5:32b,jamarannews,539037,https://t.me/jamarannews/539037,economy,,economy,neutral,neutral,The post mainly discusses the charging of food-coupon subsidies for certain national ID codes.,16.8
qwen2.5:32b,mehrnews,380498,https://t.me/mehrnews/380498,domestic_politics,,domestic_politics,neutral,neutral,The post mainly discusses the progress of compensation and reconstruction efforts for damages caused by the war in Tehran.,24.5
qwen2.5:32b,mehrnews,373436,https://t.me/mehrnews/373436,other,,mourning_commemoration,neutral,neutral,The post is about a commemoration ceremony for a deceased person.,14.8
qwen2.5:32b,mehrnews,394014,https://t.me/mehrnews/394014,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post is about the weather and time leading up to a mourning ceremony for the late Supreme Leader.,15.4
qwen2.5:32b,mehrnews,404417,https://t.me/mehrnews/404417,other,,other,neutral,neutral,"The post is about a crowd of visitors in a street, which does not fit into any of the defined topics.",15.3
qwen2.5:32b,mehrnews,357090,https://t.me/mehrnews/357090,diplomacy,military,military,threatening,mobilizing,The post is a statement by a high-ranking Iranian official criticizing the US and asserting Iran's resolve to end the war.,20.1
qwen2.5:32b,mehrnews,354833,https://t.me/mehrnews/354833,military,domestic_politics,military,neutral,neutral,"The post discusses medical centers, hospitals, and aid bases that have been targeted.",14.0
qwen2.5:32b,mehrnews,375451,https://t.me/mehrnews/375451,other,,other,neutral,neutral,The post is about a celebration and does not fit into any of the defined topics.,12.6
qwen2.5:32b,mehrnews,378543,https://t.me/mehrnews/378543,mourning_commemoration,ideology_propaganda,mourning_commemoration,neutral,neutral,The post is primarily about the commemoration of martyrs and their burial with the Iranian flag as a shroud.,28.1
qwen2.5:32b,mehrnews,357920,https://t.me/mehrnews/357920,domestic_politics,,domestic_politics,neutral,neutral,"The post discusses successful births in northern provinces during the war, indicating life and hope in wartime conditions.",15.0
qwen2.5:32b,mehrnews,377170,https://t.me/mehrnews/377170,diplomacy,,diplomacy,neutral,neutral,"The post is about a meeting between Iranian and Chinese officials, which is a diplomatic event.",16.1
qwen2.5:32b,mehrnews,383801,https://t.me/mehrnews/383801,other,,other,neutral,neutral,The post is about a car accident and its casualties.,10.5
qwen2.5:32b,mehrnews,383949,https://t.me/mehrnews/383949,ideology_propaganda,,resistance_axis,neutral,neutral,The post is about a pro-government campaign parade during the war.,11.7
qwen2.5:32b,mehrnews,379683,https://t.me/mehrnews/379683,other,,other,neutral,neutral,"The post is about a ceremonial event unrelated to military, politics, economy, or other defined topics.",14.5
qwen2.5:32b,mehrnews,403296,https://t.me/mehrnews/403296,domestic_politics,other,domestic_politics,neutral,neutral,"The post is about the containment and stabilization of a localized collapse at a metro station under construction, which is an internal matter of infrastructure repair.",19.4
qwen2.5:32b,mehrnews,347818,https://t.me/mehrnews/347818,ideology_propaganda,,other,neutral,neutral,"The post is about a cultural event, specifically a song.",11.8
qwen2.5:32b,mehrnews,396942,https://t.me/mehrnews/396942,military,,foreign_affairs,neutral,neutral,The post reports explosions and fires in Kuwait without taking a stance or providing additional commentary.,13.7
qwen2.5:32b,mehrnews,352988,https://t.me/mehrnews/352988,military,,military,triumphant,neutral,The post describes the sound of Iranian missile attacks being broadcast live on an Israeli television network.,14.3
qwen2.5:32b,mehrnews,397436,https://t.me/mehrnews/397436,foreign_affairs,,foreign_affairs,neutral,neutral,The post is about a meeting between foreign ministers of China and Pakistan.,13.7
qwen2.5:32b,mehrnews,362508,https://t.me/mehrnews/362508,resistance_axis,,military,neutral,neutral,"The post is primarily about Hezbollah's missile attack on an Israeli base, which falls under the broader conflict involving Iran and its allies.",17.6
qwen2.5:32b,mehrnews,351503,https://t.me/mehrnews/351503,resistance_axis,,resistance_axis,accusatory,accusatory,The post discusses the involvement of America in the crimes of the Zionist enemy in relation to Yemen and Palestine.,18.3
qwen2.5:32b,mehrnews,366305,https://t.me/mehrnews/366305,domestic_politics,,military,accusatory,accusatory,The post accuses traitors of leaking information about the IRGC Hormuz force.,13.8
qwen2.5:32b,mehrnews,363447,https://t.me/mehrnews/363447,military,,military,neutral,neutral,The post reports on an attack on residential areas in Tehran.,12.8
qwen2.5:32b,mehrnews,375792,https://t.me/mehrnews/375792,ideology_propaganda,domestic_politics,ideology_propaganda,neutral,neutral,The post is about a judicial figure's appreciation for public participation in a regime rally.,14.8
qwen2.5:32b,mehrnews,398473,https://t.me/mehrnews/398473,military,,military,neutral,neutral,"The post shows satellite images of strikes on a Jordanian airbase used by the US, which is part of the war involving Iran, the USA, and Israel.",19.8
qwen2.5:32b,mehrnews,393172,https://t.me/mehrnews/393172,ideology_propaganda,mourning_commemoration,mourning_commemoration,triumphant,neutral,"The post discusses the funeral of the late Supreme Leader as a demonstration of Iran's power and control, with a critical view of Trump's understanding of Iran.",24.0
aya-expanse:32b,Tasnimnews,424439,https://t.me/Tasnimnews/424439,diplomacy,,diplomacy,neutral,neutral,The post reports on Iran's refusal to participate in a joint photo ceremony with the US during nuclear talks.,76.5
aya-expanse:32b,Tasnimnews,440045,https://t.me/Tasnimnews/440045,domestic_politics,,mourning_commemoration,neutral,neutral,"The post discusses the psychological trauma experienced by survivors of the Shajareh Tayyebeh school attack, with a focus on the needs of the victims and the lack of support from authorities.",25.4
aya-expanse:32b,Tasnimnews,400268,https://t.me/Tasnimnews/400268,ideology_propaganda,domestic_politics,domestic_politics,threatening,neutral,"The post reports on a pro-government rally with a specific reference to a speaker, indicating a domestic political focus.",12.6
aya-expanse:32b,Tasnimnews,389772,https://t.me/Tasnimnews/389772,mourning_commemoration,,military,neutral,neutral,"The post highlights a fallen IRGC missile commander, emphasizing his military role and expertise.",10.8
aya-expanse:32b,Tasnimnews,409301,https://t.me/Tasnimnews/409301,resistance_axis,,resistance_axis,neutral,neutral,"The post discusses Israel's plan to create a buffer zone in South Lebanon, similar to its policy in Gaza, and analyzes its potential success.",16.2
aya-expanse:32b,Tasnimnews,387209,https://t.me/Tasnimnews/387209,foreign_affairs,,diplomacy,neutral,neutral,The post reports on a planned official visit by the Chinese President to the US.,10.7
aya-expanse:32b,Tasnimnews,385717,https://t.me/Tasnimnews/385717,domestic_politics,economy,economy,neutral,neutral,"The post discusses questions raised by a member of the economic commission regarding the Minister of Industry, Mine, and Trade's decision on the use of urea for stabilizing the import of essential goods.",20.4
aya-expanse:32b,Tasnimnews,385217,https://t.me/Tasnimnews/385217,domestic_politics,,domestic_politics,accusatory,neutral,"The post reports on a court case regarding the murder of a police officer during the protests, focusing on the details of the attack.",16.6
aya-expanse:32b,Tasnimnews,411339,https://t.me/Tasnimnews/411339,mourning_commemoration,,resistance_axis,neutral,mournful,"The post shares images and audio of a fallen IRGC commander pursuing enemy helicopters, commemorating his martyrdom.",13.2
aya-expanse:32b,Tasnimnews,439631,https://t.me/Tasnimnews/439631,diplomacy,domestic_politics,diplomacy,neutral,accusatory,"The post discusses Iran's position in a negotiation (the 'agreement') and criticizes internal and external opponents, focusing on their lack of understanding of the government's challenges.",18.9
aya-expanse:32b,Tasnimnews,408140,https://t.me/Tasnimnews/408140,other,,invalid,neutral,neutral,"The post discusses Iran's participation in the World Cup despite the war, with the FIFA president confirming their presence.",14.3
aya-expanse:32b,Tasnimnews,415257,https://t.me/Tasnimnews/415257,diplomacy,,diplomacy,neutral,neutral,The post reports on a diplomatic meeting between Iranian and Kyrgyzstani security council officials.,11.2
aya-expanse:32b,Tasnimnews,436718,https://t.me/Tasnimnews/436718,domestic_politics,diplomacy,domestic_politics,neutral,neutral,"The post discusses external pressure on Iran during the current government, stating that it has reached its peak.",15.6
aya-expanse:32b,Tasnimnews,424689,https://t.me/Tasnimnews/424689,resistance_axis,,military,neutral,neutral,The post reports on Hezbollah's attack on Israel's command center with drone imagery.,16.2
aya-expanse:32b,Tasnimnews,391479,https://t.me/Tasnimnews/391479,foreign_affairs,,mourning_commemoration,neutral,neutral,"The post reports on the direct shooting of Pakistani security forces on mourners of the late Supreme Leader Ali Khamenei in Karachi, leading to casualties.",25.5
aya-expanse:32b,Tasnimnews,438176,https://t.me/Tasnimnews/438176,resistance_axis,,resistance_axis,mobilizing,mobilizing,The post discusses Lebanon's government needing to recognize the failure of negotiations and rely on the resistance's strength for protection.,28.5
aya-expanse:32b,Tasnimnews,441571,https://t.me/Tasnimnews/441571,foreign_affairs,resistance_axis,resistance_axis,neutral,neutral,The post reports on a provocative visit by the Israeli minister to Al-Aqsa Mosque and his calls for a temple to be built there.,26.7
aya-expanse:32b,Tasnimnews,386587,https://t.me/Tasnimnews/386587,ideology_propaganda,,domestic_politics,triumphant,neutral,The post discusses the impact of Iranian athletes on thwarting enemy plots and the enduring nature of the Islamic Republic.,19.2
aya-expanse:32b,Tasnimnews,387726,https://t.me/Tasnimnews/387726,ideology_propaganda,,diplomacy,accusatory,accusatory,"The post explicitly blames the US and Israel for terrorism, indicating an accusatory tone.",19.4
aya-expanse:32b,Tasnimnews,415143,https://t.me/Tasnimnews/415143,military,,military,accusatory,neutral,"The post discusses the involvement of Saudi Arabia and Kuwait in the military aggression against Iraq, which is directly related to the ongoing war involving Iran, the USA, and Israel.",24.0
aya-expanse:32b,Tasnimnews,396631,https://t.me/Tasnimnews/396631,military,,military,triumphant,triumphant,The post reports on the destruction of Israeli and American drones by Iranian air defense systems.,22.5
aya-expanse:32b,Tasnimnews,420787,https://t.me/Tasnimnews/420787,other,,ideology_propaganda,neutral,neutral,The post announces a ritual cleaning of a religious site in preparation for a religious event.,18.5
aya-expanse:32b,Tasnimnews,410500,https://t.me/Tasnimnews/410500,diplomacy,,diplomacy,neutral,accusatory,"The post analyzes Trump's approach to the Iran-US ceasefire negotiations, comparing it to his book 'The Art of the Deal' and criticizing his tactics.",28.7
aya-expanse:32b,Tasnimnews,387118,https://t.me/Tasnimnews/387118,military,,military,neutral,neutral,The post discusses Iran's missile capabilities and their deterrent effect according to American analysts.,17.7
aya-expanse:32b,Tasnimnews,440199,https://t.me/Tasnimnews/440199,economy,diplomacy,economy,neutral,neutral,"The post discusses the US threat of 100% sanctions and Iran's response, focusing on economic matters.",24.3
aya-expanse:32b,farsna,450860,https://t.me/farsna/450860,domestic_politics,,domestic_politics,neutral,neutral,The post discusses the unprecedented unity among the branches of government in pursuing the rights of the Iranian people.,20.9
aya-expanse:32b,farsna,426845,https://t.me/farsna/426845,diplomacy,foreign_affairs,military,neutral,threatening,"The post quotes Trump's contradictory statements about the Strait of Hormuz, with a clear threat about consequences.",20.3
aya-expanse:32b,farsna,443732,https://t.me/farsna/443732,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on new casualties in Lebanon despite a claimed ceasefire, indicating a focus on the ongoing conflict.",21.8
aya-expanse:32b,farsna,453577,https://t.me/farsna/453577,military,,military,neutral,neutral,The post reports on the destruction of military assets at a base.,15.5
aya-expanse:32b,farsna,418311,https://t.me/farsna/418311,military,,military,neutral,neutral,"The post reports on an Iranian missile attack on Abu Dhabi, UAE, with details on the failure of the Patriot missile system to intercept the missiles.",25.1
aya-expanse:32b,farsna,449806,https://t.me/farsna/449806,economy,foreign_affairs,economy,accusatory,neutral,The post reports Brazil's opposition to the US attack on Iran and the impact of the war on global food prices.,23.6
aya-expanse:32b,farsna,408369,https://t.me/farsna/408369,domestic_politics,,domestic_politics,neutral,neutral,The post discusses a legal matter regarding a billionaire's debt to the government.,20.3
aya-expanse:32b,farsna,431084,https://t.me/farsna/431084,ideology_propaganda,,military,triumphant,triumphant,The post celebrates the victory of the Iranian people with references to late military commanders and the former Supreme Leader.,20.5
aya-expanse:32b,farsna,448815,https://t.me/farsna/448815,other,,military,neutral,mobilizing,"The post is a poetic call for action, urging someone to return to their nest, suggesting a sense of isolation and the need for reunification.",20.1
aya-expanse:32b,farsna,430121,https://t.me/farsna/430121,foreign_affairs,,foreign_affairs,neutral,neutral,The post reports on a new shooting incident in the US with multiple casualties.,21.0
aya-expanse:32b,farsna,421766,https://t.me/farsna/421766,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post reports on a funeral procession for two martyrs in Merand, classifying it as mourning_commemoration.",20.1
aya-expanse:32b,farsna,447376,https://t.me/farsna/447376,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post announces the route for the funeral procession of the late Supreme Leader, a clear mourning_commemoration topic.",15.9
aya-expanse:32b,farsna,443069,https://t.me/farsna/443069,foreign_affairs,,diplomacy,neutral,neutral,"The post discusses the US-Israel relationship and the supply of weapons to Israel, focusing on the financial and military support provided by the US.",16.8
aya-expanse:32b,farsna,440606,https://t.me/farsna/440606,military,,military,neutral,neutral,"The post reports on Israeli civilian behavior during a time of conflict, which falls under military topics as it relates to the broader war involving Iran.",15.5
aya-expanse:32b,farsna,452509,https://t.me/farsna/452509,domestic_politics,,domestic_politics,neutral,neutral,"The post reports on the management of border crossings for the Arba'een pilgrimage, a domestic political issue.",15.0
aya-expanse:32b,farsna,414654,https://t.me/farsna/414654,foreign_affairs,military,foreign_affairs,accusatory,accusatory,"The post discusses alleged Israeli agents attempting to carry out bombings in Qatar and Saudi Arabia, questioning their motives and accusing Israel of seeking to harm these countries.",18.8
aya-expanse:32b,farsna,412101,https://t.me/farsna/412101,domestic_politics,,domestic_politics,accusatory,accusatory,The post reports on the arrest of monarchist opponents.,12.2
aya-expanse:32b,farsna,426266,https://t.me/farsna/426266,military,,military,neutral,neutral,"The post reports on a US jet being shot down in the Middle East, with the US military confirming the incident but not disclosing the exact location or the fate of the pilots.",19.0
aya-expanse:32b,farsna,442395,https://t.me/farsna/442395,military,resistance_axis,resistance_axis,threatening,neutral,The post quotes the IRGC Quds Force commander about strategic control over Bab al-Mandeb by the resistance axis.,15.2
aya-expanse:32b,farsna,454547,https://t.me/farsna/454547,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on Russia's missile attacks on Kyiv, Ukraine, which is a foreign event not involving Iran.",13.8
aya-expanse:32b,farsna,432280,https://t.me/farsna/432280,economy,,economy,neutral,neutral,The post discusses the financial losses incurred by US pension funds due to market crashes caused by the US-Israel attacks on Iran.,18.3
aya-expanse:32b,farsna,416887,https://t.me/farsna/416887,military,diplomacy,diplomacy,accusatory,accusatory,"The post reports on Trump's justification for attacking a desalination plant in Iran, using derogatory and offensive language towards Iranians.",23.6
aya-expanse:32b,farsna,428494,https://t.me/farsna/428494,military,foreign_affairs,resistance_axis,accusatory,neutral,The post discusses the Iranian resistance in the context of the Strait of Hormuz and criticizes US-Israeli influence.,20.7
aya-expanse:32b,farsna,458129,https://t.me/farsna/458129,economy,,economy,neutral,neutral,The post discusses the reduction in the US strategic oil reserves after its attack on Iran.,17.5
aya-expanse:32b,farsna,424058,https://t.me/farsna/424058,domestic_politics,,domestic_politics,neutral,neutral,The post reports a ministry decision banning Iranian sports teams from traveling to hostile countries.,18.1
aya-expanse:32b,iribnews,356242,https://t.me/iribnews/356242,domestic_politics,economy,economy,neutral,neutral,"The post discusses the daily need for explosive materials in Iran's mines, highlighting the efforts to facilitate imports and expedite the clearance process.",17.2
aya-expanse:32b,iribnews,318585,https://t.me/iribnews/318585,military,,military,neutral,neutral,"The post reports on Iran's missile and drone attacks during the war, which falls under military topics.",16.1
aya-expanse:32b,iribnews,329247,https://t.me/iribnews/329247,military,,military,triumphant,neutral,The post discusses the claims made by the Trump administration about air dominance over Iran before the downing of an American fighter jet by Iranian defenses.,17.8
aya-expanse:32b,iribnews,339084,https://t.me/iribnews/339084,diplomacy,,diplomacy,neutral,neutral,The post discusses Iran's control and management of the Strait of Hormuz.,12.6
aya-expanse:32b,iribnews,320271,https://t.me/iribnews/320271,domestic_politics,,domestic_politics,neutral,neutral,The post discusses the dangers of acidic rain resulting from fuel tank explosions and how to protect against it.,16.4
aya-expanse:32b,iribnews,353675,https://t.me/iribnews/353675,economy,diplomacy,diplomacy,threatening,neutral,The post reports on Trump's admission of profiting from Venezuelan oil and his plans for Iranian oil.,12.8
aya-expanse:32b,iribnews,313750,https://t.me/iribnews/313750,domestic_politics,,domestic_politics,neutral,neutral,The post announces the resumption of flights between Tehran and Istanbul after a two-month pause.,15.1
aya-expanse:32b,iribnews,350290,https://t.me/iribnews/350290,mourning_commemoration,,mourning_commemoration,neutral,mournful,"The post reports on the burial of the late Supreme Leader Ali Khamenei in the Imam Hussein shrine in Karbala, Iraq.",16.2
aya-expanse:32b,iribnews,337487,https://t.me/iribnews/337487,economy,,economy,neutral,neutral,"The post discusses the impact of the Hormuz Strait blockage on trade and shipping, focusing on the reliance on Emirati ports as an alternative.",16.8
aya-expanse:32b,iribnews,329525,https://t.me/iribnews/329525,other,economy,domestic_politics,neutral,neutral,The post reports on the number of tourists visiting Azerbaijan Western Province during the Persian New Year.,13.4
aya-expanse:32b,iribnews,344063,https://t.me/iribnews/344063,other,,ideology_propaganda,neutral,neutral,The post reports on a religious ceremony preparing for the Shiite mourning month of Muharram.,12.8
aya-expanse:32b,iribnews,329437,https://t.me/iribnews/329437,military,,military,triumphant,accusatory,The post discusses the US military's defeat in Iran and accuses Trump of trying to justify it.,15.4
aya-expanse:32b,iribnews,357781,https://t.me/iribnews/357781,economy,,economy,neutral,neutral,The post reports on the minister's statement about trade activities.,10.1
aya-expanse:32b,iribnews,358956,https://t.me/iribnews/358956,foreign_affairs,,military,neutral,neutral,The post reports on a military agreement between Greece and Israel.,10.2
aya-expanse:32b,iribnews,347981,https://t.me/iribnews/347981,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post details the organizational plans for the funeral procession of the late Supreme Leader Ali Khamenei.,17.5
aya-expanse:32b,iribnews,315925,https://t.me/iribnews/315925,domestic_politics,,domestic_politics,neutral,neutral,The post reports on a football player's prison sentence.,2004.8
aya-expanse:32b,iribnews,357169,https://t.me/iribnews/357169,other,,other,neutral,neutral,"The post reports on an earthquake in Gilanwest (Gilan-e Gharb), with magnitude 4.2 and a depth of 9 km.",17.4
aya-expanse:32b,iribnews,335302,https://t.me/iribnews/335302,foreign_affairs,,diplomacy,neutral,neutral,The post reports a statement by the UK Prime Minister about not engaging in a war not in Britain's interests.,13.7
aya-expanse:32b,iribnews,354020,https://t.me/iribnews/354020,domestic_politics,,domestic_politics,neutral,neutral,"The post discusses logistical arrangements for the Arba'een pilgrimage, a major Shia religious event.",15.0
aya-expanse:32b,iribnews,353086,https://t.me/iribnews/353086,diplomacy,,diplomacy,threatening,accusatory,"The post discusses accusations and criticism of US foreign policy by Iran's Foreign Minister, focusing on the actions of pro-Israel elements within the US government.",18.8
aya-expanse:32b,iribnews,352073,https://t.me/iribnews/352073,military,,military,neutral,neutral,"The post reports on the activation of warning sirens in Bahrain, indicating a potential military threat or attack.",13.7
aya-expanse:32b,iribnews,327680,https://t.me/iribnews/327680,military,foreign_affairs,resistance_axis,neutral,accusatory,"The post discusses the US and Israel's actions against Iran and Gaza as a violation of humanity and international systems, aiming to establish a global order that openly embraces power.",20.0
aya-expanse:32b,iribnews,333345,https://t.me/iribnews/333345,diplomacy,military,military,triumphant,triumphant,The post discusses America's failure in the war against Iran and its inability to protect its bases and Arab allies.,15.8
aya-expanse:32b,iribnews,349202,https://t.me/iribnews/349202,mourning_commemoration,,mourning_commemoration,neutral,mournful,"The post reports on people visiting the late Supreme Leader's body during the funeral, emphasizing their grief and final goodbye.",15.5
aya-expanse:32b,iribnews,329787,https://t.me/iribnews/329787,diplomacy,,diplomacy,neutral,accusatory,The post discusses a letter from Iran's Atomic Energy Organization to the IAEA Director General condemning the attack on the Bushehr nuclear power plant as a war crime and criticizing the IAEA's inaction.,29.7
aya-expanse:32b,irna_1313,390281,https://t.me/irna_1313/390281,other,,other,neutral,neutral,The post discusses weather forecasts for various regions in Iran.,12.7
aya-expanse:32b,irna_1313,418067,https://t.me/irna_1313/418067,economy,,economy,neutral,neutral,The post reports on the growth of the Tehran Stock Exchange index.,12.1
aya-expanse:32b,irna_1313,420907,https://t.me/irna_1313/420907,other,,other,neutral,neutral,The post provides the Islamic prayer times for Tehran and a quote from Imam Jawad about gratitude and forgiveness.,13.6
aya-expanse:32b,irna_1313,389625,https://t.me/irna_1313/389625,domestic_politics,,domestic_politics,neutral,neutral,"The post discusses the importance of parental skills in maintaining family stability, focusing on educational and communicative aspects.",18.1
aya-expanse:32b,irna_1313,446034,https://t.me/irna_1313/446034,foreign_affairs,,military,neutral,neutral,The post reports on a military tension between Turkey and Israel in the Mediterranean Sea.,12.2
aya-expanse:32b,irna_1313,415696,https://t.me/irna_1313/415696,other,,other,neutral,neutral,"The post reports on Mexican fans entering the Azteca Stadium before the 2026 World Cup opening ceremony, which is a sports event.",15.4
